"","FC","rawPvalue"
"SLC4A5",0.0475897074548652,0.458682875137262
"FBXO46",-0.0973908024586763,0.0497812170289916
"NCS1",1.23110342347243,9.03258401687975e-10
"LIMS3L",-0.803074040821252,0.828272601074338
"GATA6",0.771628678487852,6.59411789929454e-06
"TRIM74",-0.91420851230298,0.00239062189534491
"EPHB1",0.373985508357829,0.0342396975018836
"TMEM5",0.0222847920048199,0.070632713301208
"ZNF586",0.242293477675807,9.25447795482216e-05
"RP11-307N16.6",2.02257768247508,1.44784642252176e-11
"CREB1",0.0480066251965461,0.494046617441657
"ABHD6",-0.13732311344388,0.23225347040515
"LOXL1",0.621558584410542,0.000100558636746247
"BLOC1S1",-0.0696729539707945,0.385935738912319
"SRA1",-0.320644872399944,0.0735079410353763
"PPP1R17",-0.945291590009814,0.00162038805645909
"LARP6",0.409159453213915,2.99865674945684e-07
"ATAD5",-0.83619761177413,4.00207388977294e-10
"SMARCE1",-0.0684097679409454,0.0887669714165812
"BEND6",-0.671370567929015,0.0672423322965894
"NAT8",0.0816606054936102,0.736890735049379
"SDR42E2",-0.551484945487052,0.356754314479277
"AP003068.6",-0.779862347572589,5.92822465460302e-07
"C1QTNF7",2.16608622239354,1.10852159100753e-11
"PDE4DIP",0.587231205480309,3.86203599658682e-08
"ZNF587",0.0934931596938657,0.234429900549544
"MTMR10",1.09222912803717,1.06252181101719e-11
"HAP1",2.1632023971556,1.54033608799804e-09
"DCP1B",-0.19716259739061,3.17001827977913e-08
"EXTL1",1.81556533521963,1.97435118472862e-09
"KLHL22",0.153082798485292,0.00247117504765896
"IKZF5",0.285925096909956,1.00900345283408e-06
"RPL6",-0.598345899566549,1.98458650070719e-10
"SLC9A3",4.22095292435567,5.36628678987339e-12
"CD99L2",-0.44224710328168,6.8983647630072e-10
"CD300E",-1.20167994484894,5.11171391385903e-08
"BTN2A2",-1.27884508568647,2.80447896901947e-12
"MVP",-0.952028062380391,1.60599128980215e-17
"TRA2A",0.0957559555510201,0.187489399220747
"CCNL2",-0.464711725822161,0.000611897512338205
"DNAJB13",-3.63285468464665,8.69232270007561e-10
"GP6",-1.77735794433296,2.99188479822667e-06
"IGSF10",2.48211386536693,9.75251953019852e-10
"HYKK",2.09525842406316,3.66624593014217e-23
"B9D2",-0.855654834079856,8.39704414300058e-16
"AP2A2",0.368694092452245,3.14226947421275e-09
"EML4",-0.443682270427336,4.28953923840529e-08
"TRPM4",0.998389641836031,1.99877021975828e-11
"PEX19",0.334742592087606,1.16241217851575e-11
"NTMT1",0.350627296337878,1.40066815008859e-09
"DET1",0.157258817356936,0.00751707345415602
"ZNF182",-0.266967647160747,0.00128117367615804
"CEBPD",-0.317472418899602,0.00297524327896978
"L3MBTL3",0.187127212022792,0.0171969460276222
"TF",-1.35716343303348,0.380575871022499
"EPO",-2.94486542382101,5.55685834153477e-05
"ACHE",-1.16613318428285,0.0433015181631821
"RHO",-0.562556928220321,0.741060056471499
"EML1",-0.383194276343222,0.000684745491548915
"FAM150B",-1.94229964531981,1.96132764010445e-07
"APOA1BP",0.52491351548959,3.23345734369276e-12
"RBM34",-0.451594042413662,1.39939158347427e-08
"RALGAPA2",0.530201465954298,7.04547233910214e-09
"WDR91",-0.519176570262077,6.77415459604486e-07
"PIAS4",-0.166992919585079,9.23520138667947e-05
"PLA2G6",-0.424882526400202,0.0447229306724471
"SLC18A2",-1.11222439772739,0.247581896084024
"ACTB",-0.219622251280517,0.026704904696722
"ZNF184",-0.208394447578103,0.066333815538961
"BAD",-0.125930216530206,0.0329745085457023
"NDUFB1",0.862621457263291,1.977347228708e-12
"SCO1",0.642919833041232,2.08415824098817e-11
"CTBS",0.302649439612917,7.33558996124419e-08
"PLSCR4",-0.0595241577829242,0.538716417271474
"COL4A6",4.08834607344262,2.06590247695105e-12
"AKR1C4",-0.481027728552855,0.303198111696706
"DRAM2",-0.109789987453789,0.0663502029756071
"SLC45A4",0.630891034179756,2.51236819960013e-09
"MIS12",0.0948522547715669,0.0293278589600488
"C16orf87",0.220675694220403,0.00330601633060497
"RTTN",-0.263064612901397,0.136784896979827
"SH2B2",-0.815037566989774,1.00850068850619e-07
"ELMOD1",0.998330310180186,1.58917230691436e-06
"FZD9",-0.752746305770413,0.0848661567214018
"PGAP3",0.404151027719474,4.76198820663133e-12
"FAM154A",-0.0739250632676531,0.973190334566087
"KIF25",-0.740251946492856,0.0117181307139405
"MANSC4",0.446661288995958,0.0133791051022689
"PCDHGB2",-2.17570907659196,0.00222647187862268
"LDLRAD3",-1.39576432948412,8.25032709686533e-18
"RPS8",-0.838473653863819,1.54772326429004e-10
"LYPD8",-0.943664944933862,0.0443778168663663
"CTSA",0.0673209039124334,0.316057981226362
"TCEB3",0.243264121750061,8.37126040731205e-07
"ZNF626",0.639750341063809,6.64921058931997e-12
"HIST1H2BH",-1.50074984858295,0.000123402574429914
"CCZ1B",-0.377199458447029,1.37698151570686e-08
"DGCR8",0.12813339150619,0.00488652224674134
"CNPY4",-0.403915476382155,2.41787499667874e-08
"METTL4",0.17382462260409,0.00281562181183623
"WDR72",1.98108182360236,5.84762596481713e-12
"SNPH",0.295037444069826,7.60676256926041e-05
"ZNF644",0.0509805537033898,0.407851428911063
"PARPBP",-0.307678304122884,0.00246438770292949
"TAPT1",0.177130767023902,0.00829283656562981
"SF3B2",0.0814815982265866,0.0128291577261038
"COX7A2",0.395440134706593,4.96500905897917e-07
"PRPF31",-0.194298670122357,5.58841554544826e-08
"AMN",0.160738630374535,0.414448015846536
"DNASE1L3",2.67243351702289,7.66688767306693e-24
"PSORS1C1",-2.72838569474216,9.35456348364841e-12
"DNAH10",0.988721482653151,2.81017874051405e-07
"CRYBB2",-1.03646566212077,1.47222161921104e-06
"SKAP2",-0.262414820887608,7.85566332146827e-05
"LENG1",-0.0952974364044099,0.075401171220186
"FAM83D",-0.000248754919087268,0.814015779522268
"SOHLH2",0.515352121176357,0.00049038043173702
"TUB",0.778462959458632,1.69200898954716e-07
"VIM",-2.47208837631775,4.92631654809769e-23
"GPR180",-0.277803590690952,8.77765825199782e-06
"FAM13C",-0.00844224564342522,0.0176026356588649
"C13orf35",-0.426614802411395,0.00161714120939608
"CARM1",0.15007207764743,0.00049916466390278
"TRIM5",-0.402549258591131,6.82875618782477e-10
"KIF7",-0.335502311211473,0.0167473038357719
"PRADC1",0.666230660357378,9.59858964583479e-10
"AQP10",-0.259926178656772,0.0685603770970513
"POLM",-0.389168495624557,6.40691268926929e-06
"MTM1",0.266690762186475,4.13048817575024e-05
"MRPL1",0.517797854019168,1.0571142772879e-18
"ZCCHC9",0.109399843050461,0.0455350657807877
"DNAJB6",0.416188193327876,1.56633521176479e-09
"DCLRE1A",0.179209730716445,0.000277138163801417
"FAM169B",-1.13555955378077,0.00744280819574631
"DAGLB",-0.905155244085614,8.54070732538492e-13
"RCAN2",0.0191817427315897,0.0602535467405002
"HGSNAT",-0.0170666688829471,0.768513602640736
"ZNF233",0.86521096530148,2.4273645395782e-06
"MT1G",4.62650359505893,5.18325160589766e-11
"XCL1",-2.4314732279325,1.12235967706309e-10
"LSM1",0.50772580910294,3.41313669664299e-15
"ACACB",0.995228669954749,2.93709334679117e-08
"LDHAL6B",0.271730394533367,0.0982812897338064
"PIK3CB",-0.0882264771832126,0.707075446593955
"ZNF212",-0.0140912390913117,0.730614365217217
"THNSL2",0.0432098082194017,0.604651425735396
"GSG1",-0.507715381750278,0.555424995701096
"HNRNPA1L2",-0.0344188362740416,0.547283749777618
"ALG5",-0.0359771262750126,0.405622292763048
"AMT",1.30865574704595,1.55389665841642e-11
"OTUD4",0.0353509952026325,0.372330881112673
"POP7",-0.50720512308404,2.98111436352542e-10
"CIT",-0.484516018882184,0.111441544057886
"SLCO1C1",-2.27018838956917,5.86086568684414e-11
"CAD",-0.463136076534188,7.03523405367868e-10
"HUNK",1.54990026658489,1.28014807917677e-15
"HLCS",0.372308608583034,2.1503179590982e-07
"C15orf40",0.411392378412737,5.54291332738028e-11
"RBM47",0.912282990598401,3.03165757384949e-11
"HSCB",-0.276097506290352,7.39007712626808e-06
"STRA13",-0.141948194819721,0.0225124143749192
"CREB3",-0.200962068330186,0.000126779798086692
"TMEM241",-0.415916235309872,5.59495063774633e-07
"ETFB",0.3836774029323,9.87006611357817e-05
"UPP1",-0.324479745264538,0.000142553652450961
"KDM5A",-0.0950647979058701,0.149077147620874
"BRPF1",0.0733834716659869,0.232516842455226
"KCNJ13",2.45667012901841,3.70042273796429e-10
"NIPAL2",-0.541359993299825,1.58917230691436e-06
"SMIM22",3.15694509441053,1.91681039124266e-11
"ANLN",-1.92687138520521,9.38582254494774e-10
"C6orf100",-1.85570744482483,1.18600345212078e-09
"TTC39B",0.611812035720606,1.03309435413544e-06
"CENPB",-0.176724137101241,0.000350270189444121
"SPAG8",-0.0355069925181777,0.735746718688112
"TRMT11",0.152075675204466,0.00175636806344095
"COL14A1",1.2668121645573,5.18925430196839e-07
"CDKL4",0.6584294743628,0.00173183547571777
"AKT1S1",-0.352284704090392,6.69988924778678e-10
"MAOA",0.476319923011332,0.000173471482507031
"TM9SF3",0.386949374988985,3.52479569841043e-07
"LNPEP",0.318725888980651,0.000937087446825888
"CORIN",2.30439249336642,2.25484039726138e-12
"CCDC93",0.131386017060986,0.00648562460768035
"ELF3",1.04685501343935,1.58917230691436e-06
"TRIB2",-0.00735582794682976,0.947612647582703
"PCDHB4",-0.191271586860316,0.682250072985534
"DGKH",-0.638296809775312,8.33594107855055e-07
"HBS1L",0.372744188711332,4.76673462553361e-10
"DUS4L",-0.00957647770268188,0.312822707662343
"AMER1",0.407996076323868,1.40901118501085e-07
"MYRF",-0.488241881837781,0.000316310181340334
"C9orf41",0.543779345037703,1.21722812499173e-10
"TRADD",-1.38948113366285,2.25457621125539e-12
"FAM170B",-0.170811537191625,0.630285438947608
"DACT1",0.639126245637256,0.000103120549778416
"TMEM160",0.369640737721627,0.000354940356756355
"TMEM61",3.86160969638838,1.99855599618284e-11
"NFE2",-0.29748131371286,0.0096607661492476
"FCRL6",-2.47255898426816,1.48985168096657e-11
"LYZ",-2.72710813169045,7.55987973182192e-12
"ILK",-0.36609062080163,9.9144754946203e-13
"PTGES",1.48947911947279,7.19322358830452e-08
"CAMK2A",3.69400419569195,5.76882745940956e-11
"C6orf99",-0.0787431374406351,0.28082076590631
"RELL2",0.535179092822229,9.9913372550272e-05
"BTG1",-0.618270743708164,1.84242990052043e-09
"RUFY3",-0.457883927808286,5.08187866706467e-06
"MYH11",0.830328352254242,0.0386066856198165
"ZNF689",0.00807388079089311,0.85354526469221
"ZNF747",-0.240668141607908,4.60951295232589e-07
"ADORA2A",-0.851777178960572,4.50701670867903e-08
"SIGLEC12",-1.9349888669781,5.35928460560952e-10
"CLDN19",4.96455836389143,8.16960884291688e-13
"TOX4",0.178570815859612,0.00138307244464812
"ACTR6",0.067391940570305,0.325229002464118
"TMEM233",-1.77637718243006,8.96506844105913e-12
"HS3ST3A1",-0.145289994057232,2.99204360727392e-06
"TSEN54",0.21037390159179,7.4200120293441e-05
"RNASE4",-0.954171129687882,1.15339512578878e-07
"ACTL6A",0.116075011026695,0.060512039654684
"PGS1",-0.27252539537149,7.09453044843939e-06
"THSD1",-0.993648970982174,3.51244839506357e-09
"TP53TG5",-0.114980933446091,0.554240444528098
"ZNF227",-0.18945965077218,0.00125598145781109
"SEPT4",-0.728747802944985,1.13200119331192e-05
"VPS4A",-0.0193799800549854,0.562160031371564
"MGAT4A",0.386433928405179,4.47325825109831e-09
"FAM46C",0.750744264609557,6.14239047244066e-10
"CACNA1C",-0.548501381900735,3.04177218438405e-05
"RUNDC3A",-0.340451976736098,0.187911983763427
"PALLD",0.861769383664452,1.12893000660085e-08
"BAI1",-2.17838842885557,0.0554159926072818
"SZRD1",-0.0124435626017121,0.745418071927909
"TRAPPC12",-0.156719424078377,0.0139165089025349
"EME1",-1.31075667003354,6.02396313758478e-10
"LGI3",-1.45979469354891,0.000169281887371816
"TM6SF1",-0.744887681922068,2.54024055619618e-07
"EFCAB11",0.29073567854735,3.19627787060677e-07
"SUPT4H1",-0.175533211560563,3.26763041411847e-05
"ZNF414",-0.208124908975405,0.00123655240934489
"ACAP2",-0.23714403378672,0.000498867641928289
"RPA3",-0.0707443028894055,0.458682875137262
"LONRF3",0.0696402366354132,0.548929012560546
"INO80E",-0.614479919680683,2.68467485696565e-18
"MPP5",1.31626117956594,5.04909450099396e-24
"DPP6",2.84681875328809,7.18747939454586e-11
"PTPN20A",0.34205432638084,0.0164704988983901
"ATP9A",0.858542784922218,1.43775064239484e-08
"SBF1",-0.676164094484456,3.84836404773318e-10
"C1QL4",-2.72700587335476,7.32880900964405e-07
"SYT5",-1.31884721303611,0.0315552444871472
"ATP5C1",0.602138971734977,1.27670390911108e-16
"GTDC1",-0.142018982989306,0.043681273046283
"PTGFRN",-1.15955349275574,2.81017874051405e-07
"GRIN3B",0.887073968109396,0.000162817698661558
"PIGO",0.2753503659891,1.63243320123019e-06
"SPERT",1.17672672730037,2.77695662135691e-06
"RPRM",2.69553347286076,3.16193172037489e-10
"OR2AE1",-0.493674748868291,0.139609616261337
"TPRG1L",0.601974511418719,8.73235876546569e-13
"DCXR",2.35968756968342,4.71624096777339e-12
"HCST",-1.79867994518408,6.62488455491205e-11
"BBS2",0.505231723920287,7.88948084905536e-12
"FBXL14",-0.045478440218484,0.952678805028169
"ALS2CR11",0.273092743398527,0.00166774194922795
"PPM1N",-0.716694743609876,0.000821561768785278
"UBAP1",0.279151146176334,7.7060572522442e-07
"PTK2B",0.363451505580814,1.91831448320391e-05
"ANAPC1",-0.123831227405485,0.0234038245081736
"MROH1",0.476330814820395,1.71903431312831e-07
"BLOC1S6",-0.451227455900238,3.69319230101483e-10
"FLII",-0.342265645371393,1.19760354745733e-07
"THBS3",-0.665131552151042,1.79475638499057e-08
"NBEAL2",0.28763902598555,0.00218413694054463
"ZFY",0.23342161648061,0.0771520800414917
"CCDC132",0.417687866144017,2.24537889681802e-09
"CD2AP",0.500038331020157,1.23307791328906e-07
"METTL18",0.0125909003156961,0.286307624328483
"C6orf57",0.680959642287807,6.50912189080062e-13
"DTX2",-1.06022775964224,1.7334318727051e-12
"IMPG2",1.69486792347142,1.93201236116342e-09
"C19orf55",-0.280384599441989,0.000287986873784289
"ANKHD1-EIF4EBP3",-0.475412990325083,9.29043687665926e-06
"TRAT1",-2.29854798940713,3.51244839506357e-09
"RPH3A",-1.79209211682155,1.0113595171059e-05
"GPR63",1.12469066213853,4.8961598410715e-09
"DGKB",1.19145002233087,2.21805427726403e-06
"KANK3",-0.314015534942115,0.103683752825395
"KCNE1L",-4.16908509113129,0.0352898475759676
"WHSC1",-0.0896647503940731,0.592887800347467
"TSPAN14",-0.0310352516608905,0.982937552158936
"MRPL28",-0.0699030527877031,0.521989806490792
"LCMT1",0.0148681843378355,0.752459449293645
"LSM4",0.465028966768928,1.70179155511107e-08
"MTRF1L",0.304375195791833,5.56073324556183e-12
"SOS1",-0.324741355392167,1.9371997974069e-05
"CEBPE",-1.53895010296432,2.94151115778507e-08
"RP11-12J10.3",0.224731749982066,0.145026382898233
"ST3GAL3",-0.135036083815672,0.929399708225052
"PIN1",-0.0156351582738186,0.726333578635933
"USP39",0.215944584098947,1.35020497944462e-08
"SLC36A1",-1.04328826312713,2.12931068896917e-10
"IQSEC3",-0.632353559902145,0.932794285102288
"ATF4",-0.808092612422298,1.19566859392872e-11
"RAN",-0.242467090468677,0.000225444155087379
"RGL4",-1.890489465039,1.19215892567956e-10
"RPS6KB2",-0.511800564798397,4.1910085022412e-19
"ABHD12B",0.565510094274716,0.0738918301148042
"VPS37B",0.748098767930218,1.74488555950296e-10
"PPP1R1B",3.99485238299789,1.42823878459397e-11
"NCK2",-0.687515159520865,3.1057858886894e-16
"ILF2",0.246174715730694,7.45695504574273e-08
"SLC13A5",1.39818612475281,2.57716401639023e-06
"CXorf65",-1.72175469284699,1.90716412434351e-06
"CDKN2AIPNL",0.0240759565266977,0.669709780716798
"H3F3A",0.284987646680349,9.90484593305009e-06
"CBWD1",0.220828509926825,0.00113887156084794
"IRAK4",-0.0424355348945751,0.97806365903291
"EXOG",0.376158837798015,5.17675770767015e-08
"LGALS12",-3.57043797054472,3.55803879107414e-10
"NUTM2E",1.29702588814077,6.33506987536143e-08
"SNRNP25",0.224545924529977,0.00132216332914315
"EIF1B",1.02273482735925,1.27332248449379e-12
"CKS2",-0.530305467352195,0.00549249818680123
"KIAA1143",0.382575092077174,2.26735702591702e-08
"RXFP1",0.486576079119859,0.006205741576255
"KAT5",0.0360849946494763,0.43288182283289
"OSTC",-0.616361887194417,4.5000449074882e-10
"GCC1",-0.0684518542755912,0.609901183119194
"TRAM2",-0.0626153311009272,0.490877150354405
"PPAPDC1A",2.76043153653836,6.62488455491205e-11
"PACS1",-0.153374924791988,0.00106748198401767
"HSPB8",-2.2860606592791,1.1150247547181e-12
"IMPDH1",-0.818970921515793,1.79489313157005e-08
"TPSG1",-3.19028427417388,0.00807689808310579
"PPP2R5E",0.437216696806621,3.13861796893183e-09
"ARMC1",0.156450898454944,0.000203120462617567
"MAD2L1",-0.913258571049726,6.8983647630072e-10
"TJAP1",-0.430901286963763,3.19697168764109e-12
"ANK3",1.03860299317011,4.56739132823113e-15
"UCHL1",2.08468708750718,1.7253766796335e-09
"RANGAP1",0.386980825670525,3.74712455086096e-08
"CELF3",2.93826825588949,1.42480861014919e-07
"RASSF8",1.28358984568817,3.46599481340252e-22
"TRMT10B",0.0678721696728397,0.136270251728105
"WBSCR16",0.119511673073401,0.00462353646477908
"TCTN3",-0.0955665122332316,0.0412978269371236
"U2AF2",-0.0325066536320122,0.451976308201671
"PI4K2A",0.619939318193303,5.62588898763007e-11
"ALKBH5",-0.289036774679683,8.23806860060837e-08
"SEMA3C",-0.0933734489337432,0.00109084435061133
"AC008948.1",-0.361041321991729,0.0358251503839567
"SLC28A2",4.82138669276578,3.0734120449099e-10
"ZFP92",0.469578173967924,0.00460958962626803
"GRIN2A",-1.57905194000868,0.00138015203174423
"SHD",0.834293466629336,0.0178239053787287
"UBA7",-0.541665498554615,2.96949505868451e-07
"CXorf67",-0.825371573874836,0.160218581372735
"CADM1",0.947685051871893,2.35709609079834e-07
"CD180",-2.36940388602171,2.36232030583922e-11
"MT-ND5",0.68735402183751,4.74352924884854e-06
"PLG",3.53907558999702,6.32646813514215e-09
"DMRT2",3.5846972427396,4.97387143192526e-11
"ORC3",0.0434641099265747,0.370472441986934
"THAP4",0.940285106215503,6.32222026433216e-16
"FCHSD2",-0.335044816364917,1.9592384548357e-06
"FAM83F",1.56034653673335,7.98353783606441e-09
"EEF1D",-0.533688666010594,8.59856422123450e-09
"FAM215A",4.04915340436695,3.83460649660855e-12
"WDR83",-0.062676397112801,0.0876645895508417
"METTL16",-0.195457417499492,5.72987313544379e-05
"ARTN",0.837518550175697,1.8363217944256e-07
"TDRD5",3.43866561859019,1.27751768210216e-19
"PSMD14",-0.0920438069693716,0.47832801731452
"MORN1",0.088772422914472,0.193951440374857
"RPS15A",-0.667273341843639,5.88083120520050e-09
"CEBPG",-0.269498761522955,0.00107502227230082
"ASTE1",-0.151551168750803,0.00626464557454359
"PHKA1",-0.630001128402105,0.005598965560649
"CNDP2",-0.947597597411036,2.74357060208178e-12
"ARHGEF1",-0.888535270267896,7.55987973182192e-12
"TFB2M",0.518015852011747,8.77265171379449e-09
"CKAP2L",-1.76878412063386,2.58207087786197e-09
"SLC12A8",0.370998559451158,0.00227230051029723
"SGCD",0.668023356113705,0.000537143679556908
"EPHB3",1.22748778830005,1.16920472535128e-06
"CAST",-0.293439026098694,1.9716093241952e-05
"TRMT13",0.105597821684151,0.132099543889461
"GUCD1",-0.334162550748115,0.000108219408305816
"POLR3F",0.0630727272967464,0.0942583700332373
"COMMD5",-0.306188902687966,5.72941604845043e-05
"LINGO2",3.03860598012192,3.72838572508011e-11
