"","TCGA.22.5478","TCGA.22.5472","TCGA.60.2709","TCGA.22.5489","TCGA.22.5471","TCGA.22.5482","TCGA.22.5483","TCGA.43.3394","TCGA.34.7107","TCGA.43.6771","TCGA.22.5491","TCGA.33.6737","TCGA.90.6837"
"TYRP1",38.12,49.21,53.95,109.66,23.59,17.64,11.3,63,17.51,3.56,10.08,5.41,3.5
"GABRB2",5.92,4.54,5.59,5.06,0.39,1.07,0.4,1.71,5.54,1.93,6.46,2.48,0.46
"SNRPG",4388.98,3124.78,3372.43,5076.84,10084.54,4152.18,8658.09,7695.57,3742.05,2682.69,9474.59,5441.3,4671.57
"GXYLT1",106.63,52.45,80.57,77.25,94.01,57.49,97.36,303.44,59.13,31.67,47.84,167.9,78.34
"PMFBP1",9.06,13.72,41.52,7.46,10.88,17.51,15.91,21.94,65.26,18.84,30.56,15.68,37.85
"PPAN-P2RY11",3.06,1.87,0.39,0,0,1.53,0,0.35,17.77,0,2.92,2.56,2.68
"DIEXF",79.45,146.03,108.14,147.06,80.57,146.03,145.02,101.54,182.55,72.01,117.6,65.26,118.43
"ZFYVE28",135.24,92.05,154.42,77.79,96.01,48.18,76.17,68.07,81.14,80.57,36.53,100.83,94.01
"PLEKHA1",403.5,854.13,620.67,651.58,536.45,928.3,237.86,1388.16,1127.35,368.65,674.59,503.95,674.59
"MALSU1",1594.73,934.76,1096.5,915.51,1175.27,1561.89,1096.5,1388.16,713.11,1540.37,1721.16,1233.75,1331.57
"TRIM27",669.92,836.53,713.11,825,616.37,616.37,708.18,780.44,759.08,575.03,463.65,915.51,733.19
"KAT7",341.51,454.09,514.56,656.11,447.82,389.72,660.68,540.19,518.15,301.33,376.41,470.14,217.27
"PINK1",872.1,638.15,872.1,595.34,403.5,432.53,389.72,493.56,583.07,954.43,323.03,684.02,1208.34
"LCNL1",2.29,2.29,20.11,3.89,1.2,2.36,1.23,1.83,3.03,2.61,0,1.3,13.62
"PIAS2",1277.29,201.25,248,249.73,165.57,279.14,214.27,358.54,293.07,153.34,423.61,103.69,229.72
"NME6",291.04,204.07,305.55,363.56,497,224.97,435.55,376.41,295.11,503.95,309.83,325.29,389.72
"DBNDD2",3018.3,1417.35,1037.29,1008.9,665.29,703.28,1183.45,902.89,785.88,1277.29,884.29,1096.5,896.64
"RP11-3B7.1",1.19,4.74,6.31,3.99,1.48,3.08,3.29,1.99,2.84,3.08,1.48,1.31,4.7
"PRMT7",651.58,928.3,567.1,466.88,642.59,547.75,769.69,583.07,723.08,435.55,878.17,400.71,447.82
"MCMBP",713.11,753.83,785.88,1733.13,1127.35,1151.06,896.64,825,967.76,713.11,854.13,896.64,780.44
"PARD3",830.75,1175.27,733.19,748.61,1605.83,1216.75,441.64,1487.87,2240.11,830.75,1487.87,1127.35,1340.84
"POC5",94.67,141.02,138.1,170.25,167.9,127,149.12,191.67,112.77,67.12,146.03,150.17,223.41
"RPL10A",14262.1,34635.37,31215.04,44452.21,28525.2,40062.48,27174.14,72213.45,52497.92,37121.34,37121.34,32092.64,23986.58
"CCDC42B",48.18,127,6.62,10.55,12.36,0.52,10.47,9.56,1.53,0.6,71.5,3.59,1.99
"PELP1",718.08,638.15,902.89,612.11,1030.12,579.04,642.59,511,1167.14,633.73,373.81,995,624.99
"ANAPC15",1001.93,1540.37,1628.26,1044.52,842.36,1208.34,1697.45,1388.16,607.87,470.14,1685.71,1487.87,1487.87
"ARL17B",212.78,111.99,35.76,205.5,180.02,40.07,108.14,45.53,116.78,87.03,167.9,152.28,82.29
"MPP6",361.04,93.35,220.32,72.52,108.14,130.6,397.93,260.38,191.67,191.67,226.54,127,130.6
"MCTS1",836.53,1044.52,1159.07,921.88,1977.24,961.07,1844.76,1977.24,1594.73,915.51,1733.13,1721.16,1806.78
"LECT1",15.11,2.34,0.31,98.04,0.25,0.27,1.83,20.26,0.29,0,9.34,0.3,0
"ALDH1B1",473.41,164.42,660.68,642.59,249.73,211.31,633.73,314.17,941.27,162.14,185.11,429.54,665.29
"NANOS3",9.93,18.03,10.08,18.97,20.11,5.11,36.01,9.7,8.85,3.29,5.92,7.88,49.21
"INCA1",48.18,19.82,19.97,16.75,16.15,25.91,12,59.97,20.56,5.28,8.45,17.13,27.84
"SLC5A11",1.75,1.01,2.01,3.41,60.39,0.66,6.46,6.46,3.11,2.48,4.86,2.36,1.58
"MKNK2",2537.92,3901.01,1950,2178.83,2287.2,3190.46,1605.83,2417.67,4066.71,11112.3,3614.55,3639.7,6607.01
"IL17RB",22.43,50.27,29.27,152.28,60.82,26.86,67.59,36.01,23.08,12.45,35,19.53,15.8
"CTAGE9",3.35,3.06,2.16,0,11.21,0,3.32,10.88,6.21,0.39,0.61,0.72,0
"FAM228A",9.7,14.14,19.11,19.39,2.81,4.13,1.93,4.5,7.46,1.04,0.55,5.11,4.21
"NRP1",334.46,463.65,884.29,629.35,136.19,346.29,825,258.57,753.83,872.1,318.57,791.35,665.29
"CRTAM",9.85,14.14,66.18,31.67,41.52,4.35,15,8.25,8.51,23.25,7.69,11.55,23.59
"SLC38A2",1477.58,4450.27,1674.06,1208.34,1135.2,3325.99,2417.67,3235.01,2555.58,1806.78,2758.13,1583.71,2956.17
"EFNB1",204.07,1551.09,633.73,890.44,2468.49,1674.06,171.45,563.18,1572.76,2240.11,1008.9,295.11,518.15
"MAF1",2956.17,2303.12,2591.27,2555.58,2367.9,2591.27,2193.99,1950,2004.85,1111.82,1923.14,4152.18,2591.27
"ZNF519",44.57,41.81,57.49,120.1,66.65,28.04,154.42,122.64,77.79,26.1,84.63,63.89,36.53
"STAG2",486.75,753.83,603.67,607.87,514.56,466.88,928.3,647.07,1447.15,559.28,507.46,514.56,780.44
"TTC21A",61.68,70.01,65.26,56.28,43.63,5.23,36.53,48.18,13.72,20.26,32.13,34.02,55.1
"ARF6",2224.63,2609.3,1605.83,2075.59,2004.85,1950,1088.92,1322.37,1242.34,3515.68,2133.97,1991,2047
"FGFBP2",7.63,50.98,403.5,63.45,15.8,293.07,8.71,2.43,8778.97,3.06,88.88,4.17,12.36
"CWC25",190.34,291.04,325.29,279.14,297.17,253.23,336.79,336.79,289.02,260.38,271.48,312,236.21
"NCEH1",122.64,251.48,400.71,358.54,356.05,126.12,239.52,713.11,373.81,63.45,529.06,193.01,483.38
"PLAUR",1617,769.69,3039.3,2502.97,967.76,1104.13,1427.22,830.75,947.83,3564.78,738.29,1806.78,4358.66
"SULT1A3",93.35,547.75,131.51,133.36,356.05,145.02,173.85,457.25,341.51,57.08,170.25,379.04,301.33
"SMIM14",902.89,785.88,381.68,414.87,262.2,312,287.01,1369.04,563.18,633.73,1295.13,575.03,271.48
"R3HCC1L",142.01,262.2,209.84,141.02,161.02,204.07,131.51,162.14,197.09,198.47,194.36,108.9,182.55
"RP11-796G6.2",8.99,16.51,46.84,17.51,17.38,6.73,71,17.13,9.06,13.83,19.39,81.14,12.45
"TCEAL4",2148.82,1896.65,2895.31,1447.15,2591.27,1721.16,3325.99,1572.76,5633.22,1628.26,1697.45,703.28,1295.13
"HIST1H2AD",34.26,0,13.52,0,17.51,5.06,11.04,2.27,0,0,30.56,55.49,52.45
"ADORA2B",409.15,289.02,36.79,101.54,371.22,336.79,75.11,138.1,329.84,295.11,291.04,353.59,77.25
"YTHDF1",579.04,785.88,769.69,599.49,848.22,733.19,642.59,669.92,684.02,656.11,521.76,624.99,693.58
"AACS",1350.18,497,281.09,426.57,540.19,713.11,591.22,603.67,514.56,529.06,497,555.41,802.41
"RP11-1102P16.1",39.79,1.36,1.58,9.78,0,3.99,0.22,1.73,0,0,2.86,0,0
"TTC39B",88.26,89.51,204.07,166.73,105.15,136.19,190.34,285.03,426.57,161.02,218.79,50.63,58.71
"YIF1B",1769.57,1001.93,1857.6,1870.53,2193.99,1159.07,1651,2224.63,1295.13,1295.13,1407.55,1781.89,2400.97
"JSRP1",122.64,13.03,269.6,277.2,70.51,63.45,25.35,24.28,76.71,15.68,28.24,13.62,305.55
"DACH2",0.6,0.31,1.71,0,0.29,0.32,30.34,2.76,0,0,1.13,0,0
"ZC3H7A",441.64,612.11,583.07,473.41,336.79,309.83,457.25,371.22,514.56,348.71,400.71,397.93,624.99
"SCARA3",373.81,460.44,450.94,555.41,218.79,249.73,532.74,140.04,1015.93,63.89,178.77,98.04,111.21
"PTPRJ",99.43,75.11,215.77,119.26,67.59,65.26,162.14,133.36,86.43,77.79,48.52,101.54,84.63
"TRPM1",0,0,1.22,3.26,0.72,0.51,0,2.84,0.23,2.56,2.58,0,0.25
"HID1",748.61,384.34,514.56,279.14,90.14,78.89,507.46,269.6,122.64,45.85,156.59,1037.29,183.82
"MMEL1",56.28,105.89,52.08,62.56,44.25,12.18,17.38,12.64,13.03,36.01,49.21,33.3,53.57
"KCNN3",45.53,13.42,85.22,253.23,38.95,63.89,33.54,17.51,47.84,4.17,10.16,14.56,127
"USP53",208.38,229.72,166.73,85.22,77.25,171.45,126.12,218.79,156.59,237.86,181.28,262.2,121.79
"DRD4",8.25,5.82,15.91,12.45,12.27,4.74,4.9,12.27,37.85,5.82,4.35,8.78,14.56
"TMEM175",1096.5,563.18,651.58,334.46,406.31,429.54,387.02,307.69,297.17,371.22,332.14,246.28,457.25
"UBE2D1",267.73,387.02,301.33,182.55,305.55,260.38,221.86,267.73,287.01,397.93,299.25,1051.79,205.5
"PRCD",131.51,38.12,58.71,44.57,49.21,24.63,23.08,190.34,26.1,10.31,70.01,9.7,27.44
"LGALS3",7230.1,13586.57,7966.99,4450.27,8421.31,6561.36,5441.3,7803.01,2061.24,6337.83,7803.01,11745.96,5403.7
"LSMEM2",0.56,1.33,1.51,2.03,6.11,0.57,6.01,4.7,0.59,1.55,2.01,1.03,0.62
"SLC39A5",1.33,1.75,6.06,2.48,2.46,3.08,4.1,13.32,4.46,1.99,0.89,9.2,5.63
"DEFB1",3419.52,2255.7,12.36,108.9,81.71,693.58,532.74,82.29,98.04,511,2777.33,4095,1350.18
"IRAK2",69.03,69.03,87.03,224.97,92.05,52.45,37.32,59.13,42.11,1096.5,78.89,70.01,98.04
"SLITRK5",287.01,7,20.26,8.06,0.29,2.94,35.76,4.66,1.28,0.71,1.11,1.3,8.45
"NT5DC4",3.41,106.63,4.94,2.89,114.36,35.25,5.63,4.06,4.7,1.75,3.29,3.76,6.57
"GIPC3",23.08,39.5,38.4,47.84,13.03,19.11,46.18,18.29,27.64,22.26,4.98,35.76,24.81
"GGA1",802.41,1088.92,1088.92,842.36,775.05,688.78,708.18,1216.75,728.11,854.13,860.08,679.29,1378.57
"RBM10",738.29,728.11,684.02,819.3,780.44,518.15,567.1,616.37,819.3,684.02,497,769.69,718.08
"HSPE1",4481.23,3060.45,3168.41,5751.61,5913.33,5112.16,8901.53,5831.91,8247.98,1977.24,11424.74,10959.3,2351.53
"IL8",1870.53,642.59,836.53,555.41,583.07,836.53,1936.53,2875.3,92.05,3564.78,1427.22,2796.65,4066.71
"IPMK",104.42,81.71,57.49,47.5,28.04,65.72,43.32,73.03,52.45,98.04,104.42,96.68,44.89
"CALHM2",316.37,327.56,483.38,813.63,409.15,226.54,373.81,231.32,341.51,258.57,178.77,172.65,289.02
"HINFP",228.13,403.5,334.46,305.55,260.38,470.14,426.57,435.55,348.71,218.79,392.44,376.41,341.51
"LPGAT1",346.29,265.87,373.81,397.93,228.13,271.48,297.17,197.09,262.2,264.03,212.78,329.84,297.17
"PNISR",518.15,728.11,860.08,961.07,679.29,759.08,1216.75,1081.39,866.07,559.28,587.13,1044.52,830.75
"C5orf45",189.02,258.57,381.68,271.48,332.14,234.57,183.82,332.14,206.94,163.28,231.32,279.14,283.05
"PLAC1",21.63,3.59,21.16,8,71.5,8.85,16.27,172.65,57.89,21.63,28.86,5.96,6.62
"ARHGAP21",389.72,435.55,423.61,426.57,215.77,483.38,323.03,447.82,728.11,813.63,189.02,579.04,638.15
"RRP12",466.88,497,497,279.14,432.53,444.72,392.44,246.28,514.56,571.05,607.87,500.46,435.55
"PSMD13",3060.45,3955.48,2956.17,3847.29,3794.3,3982.99,2997.45,4836.35,2796.65,3540.14,6121.9,2796.65,2573.36
"EBPL",679.29,928.3,825,660.68,1757.34,1242.34,909.17,3168.41,1044.52,995,1605.83,3349.13,769.69
"C11orf89",8,30.34,9.2,5.92,7.63,1.53,3.26,2.01,4.46,3.79,3.99,3.59,9.7
"SDK2",8,47.17,97.36,299.25,135.24,71.5,82.29,226.54,59.55,4.66,54.33,14.24,6.21
"MCM2",1397.83,819.3,1277.29,2163.77,974.5,928.3,1331.57,1733.13,1819.35,743.43,2502.97,457.25,902.89
"SYTL5",7.82,82.87,17.64,2.81,37.85,7.63,85.22,64.34,5.59,9.27,21.94,18.43,34.26
"STYK1",60.39,96.01,74.58,77.79,185.11,90.77,112.77,190.34,28.45,98.04,96.68,132.44,135.24
"LRG1",56.68,813.63,84.04,63,30.34,9.85,65.26,65.72,21.47,212.78,463.65,265.87,206.94
"PPIP5K1",143.01,438.59,185.11,180.02,80.01,232.94,229.72,262.2,291.04,229.72,242.88,193.01,376.41
"PCF11",221.86,341.51,218.79,197.09,182.55,226.54,206.94,191.67,295.11,130.6,275.28,314.17,242.88
"MAGEE1",47.17,16.39,35.76,34.26,55.89,36.01,51.71,41.81,59.13,22.92,19.97,11.38,9.27
"RIPK4",703.28,836.53,202.66,191.67,167.9,271.48,87.03,371.22,246.28,507.46,420.68,47.84,320.8
"MTL5",153.34,118.43,172.65,111.99,234.57,124.37,341.51,241.19,109.66,226.54,150.17,211.31,82.29
"AKT1S1",1015.93,1143.1,961.07,1250.98,872.1,854.13,791.35,669.92,995,1143.1,928.3,1437.15,1051.79
"MEGF6",759.08,403.5,316.37,248,151.22,264.03,107.38,152.28,441.64,258.57,85.22,323.03,457.25
"C17orf61-PLSCR3",1.25,1.99,19.39,0,1.89,15.56,3.79,5.96,13.03,6.73,2.61,4.66,8.32
"DCAF5",733.19,684.02,486.75,403.5,325.29,387.02,312,366.09,323.03,718.08,285.03,371.22,688.78
"KPNA7",4.31,22.92,16.27,1.11,1.99,10.08,5.36,9.06,2.27,17.51,27.64,11.64,16.39
"ATP5E",1437.15,1721.16,1540.37,1806.78,2720.15,1757.34,2240.11,1477.58,967.76,2224.63,1709.26,2384.37,1477.58
"ZNF266",165.57,500.46,476.71,303.44,403.5,348.71,511,441.64,490.14,127.89,329.84,318.57,532.74
"KCNV2",0.56,0,0,1.11,0.54,0,0.55,0.58,2.81,0.64,0.54,1.5,1.57
"AXDND1",5.68,5.02,6.62,3.96,7.75,13.83,5.32,8.19,1.68,0.99,47.5,6.01,0.97
"C1S",4298.64,3325.99,10440.2,20737.16,18950.18,5913.33,3665.02,4481.23,6121.9,6164.49,842.36,4671.57,8305.36
"DCUN1D5",693.58,808,1088.92,780.44,1111.82,1388.16,1340.84,1572.76,909.17,633.73,1883.54,1417.35,775.05
"IRX2",36.79,281.09,88.88,201.25,131.51,232.94,180.02,162.14,172.65,130.6,55.49,204.07,19.39
"NSL1",567.1,466.88,450.94,769.69,514.56,490.14,684.02,642.59,417.77,251.48,511,264.03,320.8
"EFHC2",27.44,75.11,11.73,20.11,47.17,1.77,7.28,64.34,73.03,4.74,63.89,6.31,4.66
"DCLK3",4.24,1.6,1.1,3.53,1.83,0.99,3.56,0.66,5.77,4.28,1.51,4.03,3.44
"NSUN6",99.43,150.17,90.14,127,62.12,141.02,151.22,149.12,206.94,101.54,111.99,94.01,127.89
"GATAD2B",215.77,237.86,241.19,373.81,205.5,173.85,218.79,206.94,323.03,131.51,134.3,173.85,167.9
"IKZF3",30.78,12.55,54.72,62.56,30.78,7.94,15.56,10.39,20.71,18.7,15.22,12.09,30.56
"ZMYND19",486.75,514.56,684.02,543.96,1037.29,1015.93,679.29,896.64,954.43,454.09,540.19,620.67,563.18
"GLIS1",8.13,1.6,11.3,11.3,15.22,11.82,5.54,8.25,7.88,20.71,2.18,0.99,9.85
"TNFAIP8",312,616.37,470.14,896.64,521.76,457.25,204.07,830.75,432.53,954.43,476.71,269.6,409.15
"OGFR",518.15,642.59,934.76,872.1,1073.91,392.44,392.44,397.93,698.41,1059.11,318.57,429.54,607.87
"ZNF319",107.38,156.59,111.99,94.67,114.36,212.78,77.25,104.42,143.01,148.09,44.25,75.11,115.97
"ICOS",10.63,7.69,51.71,80.01,52.08,6.31,12.45,9.85,11.64,13.83,13.22,21.63,21.32
"CLDN10",221.86,139.07,114.36,1030.12,432.53,5.96,1051.79,688.78,148.09,4.86,80.57,941.27,73.54
"ANO6",400.71,392.44,529.06,476.71,358.54,423.61,387.02,336.79,878.17,249.73,251.48,275.28,536.45
"LINC00923",3.32,1.28,5.82,1.53,6.11,5.82,0.67,22.1,0.39,0,0,0,3.2
"ZNF652",438.59,279.14,476.71,241.19,329.84,199.85,307.69,373.81,329.84,191.67,180.02,314.17,295.11
"HSF4",242.88,769.69,525.39,148.09,201.25,674.59,743.43,748.61,633.73,265.87,202.66,718.08,559.28
"ARHGEF3",289.02,381.68,312,334.46,187.71,177.53,183.82,221.86,139.07,432.53,251.48,175.07,343.89
"CD96",70.51,42.71,356.05,291.04,226.54,42.71,74.06,92.7,90.14,93.35,90.77,108.14,136.19
"SPIC",1.57,1.27,2.84,241.19,1.2,0,2.14,0.69,0,2.89,6.67,1.41,0
"ORC4",563.18,616.37,457.25,587.13,429.54,878.17,1104.13,928.3,595.34,486.75,954.43,674.59,271.48
"SMC2",120.1,198.47,220.32,323.03,147.06,249.73,518.15,336.79,563.18,107.38,256.78,126.12,173.85
"AD000671.6",14.67,17.77,46.5,39.22,27.84,5.36,15.11,10.88,15.56,10.63,16.63,14.24,27.44
"GPI",10225.32,6426.31,11345.82,9808.75,10368.08,13399.51,13872.08,24490.61,16843.62,8134.41,8963.45,13681.08,5219.6
"PBXIP1",1242.34,1529.73,1583.71,1561.89,624.99,693.58,633.73,713.11,1008.9,674.59,473.41,607.87,1477.58
"COBLL1",190.34,463.65,303.44,244.57,90.77,329.84,860.08,518.15,406.31,198.47,567.1,297.17,368.65
"CCPG1",780.44,1119.56,660.68,679.29,265.87,518.15,1304.15,490.14,426.57,279.14,480.04,463.65,473.41
"LCN6",6.06,6.46,7.94,24.63,5.02,0,2.78,7.63,7.94,0,7.75,1.73,0
"ERVW-1",1.85,0.47,0.93,0,0,0.48,1.85,2.32,2.76,0,0.45,0,1.35
"ICT1",1008.9,595.34,748.61,684.02,1437.15,974.5,866.07,1127.35,665.29,629.35,1709.26,1159.07,432.53
"PDCD11",460.44,389.72,384.34,698.41,373.81,363.56,409.15,241.19,521.76,441.64,389.72,376.41,595.34
"TIMM50",1819.35,1295.13,1806.78,1540.37,2148.82,1977.24,2485.67,3212.66,2609.3,1388.16,2555.58,2997.45,1350.18
"PLAGL1",389.72,155.5,242.88,98.04,147.06,224.97,212.78,215.77,242.88,51.71,193.01,133.36,249.73
"HRASLS2",15,69.52,583.07,17.9,14.89,117.6,16.51,64.8,19.97,23.59,57.08,38.95,1.62
"CARM1",785.88,1044.52,1127.35,848.22,1001.93,1111.82,1208.34,642.59,2061.24,872.1,961.07,703.28,1508.65
"EFCAB13",64.34,29.7,41.22,34.26,22.59,45.85,27.44,93.35,44.57,30.12,18.43,12.55,14.56
"ZBTB9",119.26,201.25,141.02,193.01,104.42,199.85,134.3,189.02,119.26,152.28,79.45,132.44,122.64
"NMD3",514.56,954.43,909.17,878.17,941.27,1350.18,1044.52,2777.33,669.92,785.88,2335.28,656.11,571.05
"CNGA3",0.52,1.51,0.97,0.59,0.51,0,0.52,0.54,0.56,3.29,1.14,1.31,0.58
"PHTF2",334.46,237.86,414.87,279.14,206.94,287.01,470.14,429.54,351.14,155.5,312,255,231.32
"DAGLA",24.28,47.5,59.13,37.32,17.51,21.94,44.25,25.54,15.45,22.92,24.99,42.41,18.97
"ITGB3",111.21,24.99,104.42,72.01,15.8,30.56,117.6,44.25,56.28,95.34,7.51,41.22,47.84
"RAB27B",42.41,275.28,59.55,157.68,52.82,122.64,46.5,112.77,29.91,329.84,366.09,353.59,170.25
"RNF14",420.68,466.88,587.13,698.41,435.55,507.46,540.19,1073.91,444.72,551.56,547.75,285.03,353.59
"AC011484.1",0,9.78,0,0,2.18,0,1.22,0,6.01,0,0,0.48,4.9
"ZNF587",248,244.57,206.94,218.79,72.01,129.69,208.38,150.17,147.06,155.5,180.02,171.45,297.17
"ZFP69B",38.67,20.26,28.86,63.45,20.41,17.25,130.6,44.25,45.85,22.75,59.13,38.67,44.25
"KBTBD11",14.78,21.78,40.07,19.68,3.72,6.46,8.71,16.88,11.21,11.3,2.43,75.64,17.51
"MX1",426.57,1183.45,1359.57,3665.02,1870.53,214.27,314.17,830.75,1674.06,1015.93,438.59,262.2,514.56
"SNRK",172.65,206.94,253.23,318.57,116.78,105.15,180.02,159.9,177.53,312,128.79,351.14,166.73
"ZNF419",187.71,96.68,117.6,120.94,115.97,124.37,130.6,150.17,84.63,92.7,137.14,198.47,123.5
"ISOC1",171.45,234.57,283.05,733.19,231.32,130.6,323.03,255,253.23,148.09,231.32,287.01,147.06
"KLC1",1191.69,1407.55,1447.15,1088.92,1397.83,2303.12,1909.85,825,1508.65,2400.97,1015.93,1059.11,1340.84
"PYGO1",58.71,9.85,52.45,13.12,35.5,44.89,46.84,85.82,41.52,7.28,53.19,9.63,9.7
"ENG",1250.98,1857.6,2178.83,1519.15,679.29,497,1277.29,575.03,1216.75,1457.23,470.14,1286.18,1407.55
"SEPT4",185.11,195.72,339.14,358.54,134.3,171.45,368.65,159.9,171.45,127,52.45,182.55,197.09
"HPS6",228.13,368.65,237.86,353.59,297.17,312,127,223.41,303.44,224.97,305.55,138.1,318.57
"SAP25",33.78,147.06,107.38,34.02,50.63,12.27,29.48,132.44,55.89,18.16,11.91,68.07,88.88
"TLR3",28.45,90.77,52.82,82.87,44.25,29.91,45.21,35.76,48.18,74.58,36.79,44.25,11.13
"EFCAB8",3.26,1.48,3.2,15.11,1.43,0,4.98,0,2.05,3.26,5.63,2.61,8.32
"MUC5AC",194.36,23.93,2.61,6.67,9.78,0.39,7.28,6.46,3.11,10.08,32.36,1685.71,0
"C10orf32",249.73,346.29,334.46,387.02,201.25,260.38,166.73,202.66,211.31,212.78,325.29,214.27,138.1
"MANSC4",76.17,2.73,16.15,0,5.59,2.18,64.8,5.87,1.91,0,1.06,1.58,2.03
"CAMKMT",183.82,90.14,131.51,122.64,149.12,124.37,126.12,198.47,113.56,74.58,164.42,91.41,139.07
"KLRG1",38.67,13.32,66.18,70.51,17.25,9.06,22.26,13.72,7.88,6.78,7.69,38.95,27.64
"PRDM8",92.05,66.65,25.91,23.59,13.32,25.35,13.83,16.51,10.47,25.72,15.34,29.91,24.11
"PATZ1",995,674.59,483.38,563.18,490.14,264.03,514.56,638.15,336.79,204.07,262.2,312,185.11
"WFIKKN2",1.93,0.62,1.36,0.16,1.33,0.11,0.09,0.11,1.27,0,0.34,0,0.14
"ZCCHC2",269.6,170.25,237.86,277.2,111.99,143.01,141.02,131.51,208.38,246.28,119.26,201.25,199.85
"LY6G5B",47.5,90.14,150.17,57.49,57.08,83.45,91.41,115.16,95.34,83.45,29.7,120.1,193.01
"C19orf26",108.9,31,38.12,13.03,21.47,56.28,38.95,26.67,7.88,123.5,6.46,30.56,84.04
"SKIV2L2",307.69,490.14,392.44,669.92,389.72,387.02,412,447.82,426.57,518.15,341.51,647.07,748.61
"REL",78.89,139.07,104.42,128.79,52.45,78.34,39.5,153.34,116.78,120.1,78.34,40.93,88.26
"IFI27L1",281.09,204.07,332.14,921.88,483.38,412,785.88,346.29,246.28,138.1,327.56,147.06,543.96
"SRI",4802.93,3589.58,2485.67,2895.31,3303,2796.65,4358.66,5791.62,2400.97,1651,2835.7,7280.4,3103.19
"BRAP",249.73,293.07,285.03,363.56,412,303.44,267.73,305.55,420.68,318.57,246.28,379.04,348.71
"PTX4",0.8,0.8,0,0,0.77,2.32,0.8,0.47,0.87,0,0.43,0.89,0.93
"AUNIP",86.43,45.21,120.1,154.42,162.14,68.55,136.19,165.57,126.12,33.54,122.64,138.1,93.35
"MYH15",0.6,3.53,1.06,1.79,1.97,0.64,0.89,1.57,1.31,1.43,1.71,1.35,1.06
"TGFB3",2997.45,483.38,836.53,878.17,1119.56,490.14,1001.93,198.47,769.69,647.07,130.6,251.48,759.08
"COLGALT1",1477.58,1583.71,2555.58,2739.08,2520.38,1757.34,2271.4,1233.75,6381.92,1467.37,1769.57,1081.39,3257.52
"LURAP1",47.17,24.63,55.49,42.71,45.85,7.11,14.14,51.71,34.02,8.78,18.97,8.65,14.67
"GSDMC",155.5,373.81,48.52,14.35,96.01,198.47,7.82,497,35.25,147.06,118.43,420.68,267.73
"SPTLC2",612.11,406.31,414.87,320.8,775.05,295.11,214.27,860.08,387.02,441.64,647.07,387.02,316.37
"CLN5",231.32,237.86,356.05,435.55,279.14,417.77,185.11,309.83,198.47,195.72,307.69,164.42,309.83
"DDX56",2758.13,1709.26,1508.65,1417.35,2645.74,2240.11,1519.15,2573.36,1369.04,2682.69,2163.77,2739.08,1605.83
"FGG",74.58,1487.87,97.36,4.21,12.83,3.14,314.17,253.23,70.01,2.18,3.76,11992.79,2.97
"CCDC7",11.04,10.31,15.68,15.34,30.12,16.39,8.85,41.81,22.43,9.63,12.64,40.64,19.97
"XRCC1",848.22,693.58,693.58,981.29,660.68,525.39,733.19,376.41,470.14,423.61,525.39,567.1,616.37
"CCDC79",1.11,0,3,0.47,0,2.32,0.75,0,0,0.89,0,0,0
"WNT5B",583.07,78.34,241.19,291.04,142.01,353.59,246.28,187.71,100.13,182.55,78.89,198.47,80.57
"LCP1",748.61,1081.39,2816.11,3372.43,1685.71,363.56,1037.29,551.56,2193.99,607.87,525.39,860.08,1551.09
"PPTC7",202.66,403.5,241.19,246.28,256.78,234.57,217.27,444.72,301.33,269.6,379.04,454.09,232.94
"BCL11A",547.75,303.44,281.09,1044.52,866.07,199.85,122.64,830.75,287.01,62.56,325.29,20.86,248
"UGDH",2224.63,551.56,1685.71,454.09,733.19,2104.58,728.11,2335.28,2520.38,708.18,5913.33,3589.58,334.46
"NAIF1",191.67,232.94,187.71,285.03,231.32,215.77,155.5,221.86,172.65,127.89,131.51,177.53,199.85
"SGK1",1561.89,5041.77,3820.7,1977.24,1540.37,4450.27,2502.97,6792.79,9474.59,2645.74,8022.41,2997.45,3639.7
"RHOG",1277.29,1963.57,2537.92,2104.58,1844.76,1572.76,1135.2,1268.46,1561.89,2537.92,1733.13,1709.26,1794.29
"SERHL2",18.56,74.58,34.26,28.04,39.79,103.69,21.16,204.07,34.26,15.45,76.71,26.86,83.45
"ENDOD1",559.28,633.73,297.17,457.25,339.14,1030.12,236.21,559.28,693.58,607.87,642.59,287.01,780.44
"ALKBH3",693.58,753.83,1104.13,738.29,674.59,860.08,743.43,688.78,518.15,447.82,1096.5,624.99,358.54
"RAVER1",521.76,660.68,629.35,775.05,571.05,420.68,656.11,301.33,1268.46,444.72,414.87,336.79,420.68
"MBTPS1",1111.82,1388.16,1096.5,896.64,1001.93,579.04,1151.06,934.76,1191.69,679.29,813.63,656.11,921.88
"KLHL14",9.78,0.71,5.59,6.78,1.25,0,4.78,4.78,2.1,1.19,1.27,0.78,1.17
"DCDC2B",27.25,32.82,4.31,7.11,6.57,0.14,11.47,7.06,0.74,0.18,52.08,0.46,4.98
"OPN3",363.56,395.18,343.89,258.57,334.46,291.04,379.04,214.27,68.55,583.07,220.32,2178.83,791.35
"RP11-166B2.1",55.49,27.05,87.03,94.67,26.1,76.17,45.85,88.88,175.07,48.87,63,24.81,131.51
"KLHL42",237.86,127.89,371.22,267.73,460.44,262.2,591.22,698.41,366.09,177.53,199.85,289.02,162.14
