"","FC","rawPvalue"
"AMN1",-0.284825908470387,0.0108197966486061
"SELENBP1",3.62766188672149,3.09411137625746e-24
"RSPH9",2.09774049138826,6.45067796708431e-08
"TNFRSF11B",0.579705319457132,3.43009058766818e-06
"PIGU",-0.816667424407372,1.92112539203419e-09
"PRELID1",-0.177829201384629,0.173478205373724
"NDUFV2",0.0239319057090484,0.72329217743658
"PLAC8L1",-0.506542203470675,0.0245456634175497
"ZNF649",0.50761858079235,1.62162811712279e-05
"NOSTRIN",3.64011517302759,7.79049220721842e-10
"WDR91",-0.198491310125343,0.742751772248146
"XKR8",0.453695011161202,9.7421740101365e-07
"RCC1",-1.54370909682799,4.2022988214194e-17
"FAM26F",-0.251292714760865,0.9230974354523
"CERK",-0.207660130979681,0.127204724796155
"TMEM242",-0.0309676190692469,0.643128935513355
"MANF",-0.433396688190168,0.000271887418934234
"IFNAR1",0.29723994748616,0.000388232805389052
"ANXA1",-0.248182373116864,0.344137717151517
"EMC4",-0.172085902363591,0.020658981838147
"ABCA6",2.29763638241973,1.25043277892037e-19
"RAB7L1",0.249520542339106,0.00619378531483931
"CDKN1C",0.768828182596327,4.9711683760311e-06
"KIAA0922",0.11878456942429,0.00840517847697293
"C15orf54",0.698469004877541,0.0118519576794165
"C19orf59",4.57074648203314,1.02905639538422e-17
"UTS2B",-3.21709302631563,0.00149357664052089
"AKAP11",0.802940774631345,7.68118328001824e-12
"NMRK1",0.337426022480118,0.00268062725366399
"MRPS5",-0.317687890244381,0.000137265065605683
"GDPD3",0.294205366343424,0.00114131257796917
"CAMP",1.74847610740359,2.064169526205e-07
"SMARCD2",-0.640083163768923,1.16024886167082e-07
"SMARCAL1",-0.17807935583566,0.0216702437638625
"SLC39A12",1.38139683013504,5.16958100496404e-07
"HELZ2",0.195968557569943,0.186001982767738
"CD1E",1.52949576261941,1.76521737340753e-09
"ACR",1.51983959186085,9.37423629880293e-13
"SLC12A7",-0.262331479140652,0.73546510977079
"SYCE3",-1.39690914602422,7.56292418171002e-05
"C12orf49",1.24199062977361,1.35054814941945e-20
"HOOK3",0.153985017892191,0.0584853024329883
"PLEKHA5",-0.722732220324531,7.84143794524039e-06
"PRMT8",2.35924913743504,4.91504560469786e-09
"SLC35D2",0.434566908896693,5.97173184678198e-06
"MCAM",1.18421557213182,5.34664198992603e-07
"EIF2B1",-0.321426368416589,2.65780789094966e-06
"LRRC8C",0.943727066450085,2.84581255472035e-12
"DEFB4A",-2.03512400591716,0.00730572807603415
"S100A1",0.461422804804265,0.00728316909854905
"IRF8",1.92657738692424,8.27893173553169e-10
"MX2",-0.143618572406762,0.0966736464680496
"CKLF",0.349851598452368,0.000381694560090876
"FANCB",-2.66823437142838,8.27893173553169e-10
"SPP1",-3.96922981565059,7.79049220721842e-10
"CERS5",-0.179054246917465,0.00604273639884609
"MKI67",-3.73245246229142,8.27893173553169e-10
"IRAK1",-1.23685467716382,7.79049220721842e-10
"DDX59",-0.112330910797775,0.366742436949309
"MGARP",1.92999211151514,4.32830942329488e-06
"IL2RA",-1.1835205134733,0.00511896143343789
"CELF4",-0.546400501163952,0.657005842658998
"MARCH3",0.67150609887325,0.000135782236123252
"ARCN1",-0.085388953936036,0.576174203223095
"CD55",2.17042565553644,1.11839638562276e-21
"TMEM63C",-2.99178819852427,3.269516825115e-09
"SSSCA1",-0.312827508480778,2.20512895977045e-06
"ILKAP",-0.103715523456401,0.113116082021463
"ATF3",1.80144334277929,2.69329035643467e-08
"TDRD12",-4.00328649522928,0.000142702814961902
"CDH15",0.81077610903695,5.4495072618789e-06
"NDUFA12",-0.381209995037079,3.69439446834889e-05
"MARK4",-0.463106992332957,4.9711683760311e-06
"KIAA1107",0.569361738484621,1.93363727417243e-05
"KLHL26",0.0840069610761347,0.167457719479163
"DIO3",0.394655637386711,0.000263325268073385
"TSFM",-0.788032468413501,1.12054244623398e-09
"TBC1D23",-0.307787378411831,0.00313782336931997
"DHFR",-1.11464802635938,2.90698422155078e-09
"MAPK10",0.656107759869851,0.000191958361104289
"CNIH3",-0.520071820035282,0.0328940100401931
"PTP4A3",0.667663622872807,0.00010840546945246
"AC115618.1",0.203296724338318,0.179135060045612
"MBTPS2",-0.413313822500988,2.46858401254891e-05
"PUS1",-1.08800245077885,4.37920279555664e-09
"DDX27",-0.662139173687262,2.84633422781438e-08
"B3GNT1",1.04601674695012,1.21525480602598e-13
"C4A",1.78187463198746,8.26281862663173e-09
"C17orf103",1.4599918392402,1.45183424088802e-16
"PIK3R4",-0.491836154814823,5.48591914669431e-08
"NOMO3",-0.535140896317847,3.00941009328636e-07
"EIF4A2",-0.398438812445429,0.0194863721741824
"BMPR2",1.3485586659471,7.79049220721842e-10
"AC090186.1",0.97799167246323,7.31336418339634e-12
"RNF32",-0.429691978397636,0.0032266089696947
"SMIM13",-0.710163430063503,4.38685788228929e-09
"NIPAL4",-4.3143486579538,1.95973184466089e-07
"EPHX4",-1.15053207581857,0.0003817245773207
"LNX2",1.01578304741623,5.26348471574981e-10
"PCP4L1",-0.174746547530982,0.0559597232056157
"CTD-2583A14.10",-0.787676978191791,8.88318924444854e-05
"SMCHD1",-0.0459735322815078,0.689387032441917
"GADL1",2.15810815850502,1.54579128023968e-06
"ACAT2",-0.53480666717244,0.00144463176237217
"ULBP3",-1.52749322503219,1.16283203851601e-08
"AGPAT3",0.296761968508832,0.000936131212343307
"ABCC1",-1.65717439221604,6.19992789528317e-09
"CRLF3",0.00929365172048158,0.911492687150738
"ZFP14",-0.0539770076316799,0.674102703021792
"VPS41",0.0183856852582434,0.487032700555243
"CHCHD2",-0.704686958836547,1.38856254833826e-06
"ANO5",2.34606241551462,3.2760387379556e-20
"RALBP1",-0.242948333078175,0.00648440580772777
"SLC25A41",-0.321171797693538,0.370647020350987
"HERPUD2",0.258319795978554,5.23848537195745e-05
"ZNF596",0.390068528799963,0.000929384335000133
"NFU1",0.216343437837693,0.0227307205701472
"MRPL54",0.665157859554357,2.69329035643467e-08
"DMXL1",0.711152473103311,2.28054594243154e-08
"ZBTB8A",0.407881669436112,6.79053598581582e-05
"NFXL1",-0.505196289098558,2.58704546629954e-06
"CTU2",-0.44444083123294,0.000166696661270616
"NPDC1",1.39480821548748,1.53245825943685e-15
"PPP3R1",-0.411162820050574,1.07627240692511e-07
"FAT2",-5.99212395549705,1.42521395071894e-09
"AMMECR1L",-0.206320674682852,0.00622844466386501
"ZFHX2",0.822605448322933,0.000104181684740198
"FAM153A",0.0390766997756753,0.0238916462290818
"RSRC1",-1.45097074417361,2.4392520087868e-15
"UBE2J1",0.402537787856559,3.12340071872958e-06
"PIP5K1A",-0.32687831124187,0.142294910065918
"PSMA5",-0.395950339137036,1.5941065268182e-05
"ZNF257",0.212165221451344,0.0221475951510769
"CXorf56",-0.287820290451412,0.000781286018824392
"RRP15",-0.568091375628315,1.39787493298104e-07
"IL32",0.794943892122953,5.66240333475675e-05
"OPCML",-1.10782743148911,0.528922513829657
"RPS20",0.129917363812492,0.115606692176177
"ZBED6",-0.158959596495182,0.355695287407526
"RAD51D",-0.576367827681907,1.20006136381303e-06
"ZNF71",-0.757860126325022,0.283938409351975
"KLF17",2.4083371751812,4.50757074470226e-09
"C18orf54",-1.21446857582661,7.80294909919584e-09
"ADAMTS19",-0.380104200510354,0.0495261498946146
"RPUSD4",-0.287960853637415,0.000317394623744578
"MRPS7",-0.490724006894068,9.89673445568672e-08
"PRRC2B",-0.290783147861616,0.0500407400246072
"LGR4",-2.08157606468404,2.29555167217845e-09
"ANO7",-1.11361104441771,5.45859083813367e-05
"MINOS1",-0.107190643284037,0.166640816820999
"CCDC107",0.821326802647176,1.16283203851601e-08
"C10orf112",1.64120449794745,2.84633422781438e-08
"DPP9",0.0263350979660704,0.344137717151517
"AC023590.1",0.16811641347432,0.0603356015711628
"NMBR",1.00493726011713,7.39908624691932e-05
"GPATCH8",-0.148644087976523,0.0458589135273286
"MRPS31",0.310581334415609,0.000139552154287062
"NLGN3",0.607968056412481,0.00240185578143325
"TNFSF13",2.26260887491651,1.69018441386483e-25
"PLA2G7",0.362117499457656,0.271125752510963
"ZNF503",0.152702992793997,0.315860971856554
"RPS17",-0.56411758295102,0.000383501941849347
"ZMIZ2",0.00934709878677609,0.423003061912997
"HSDL2",0.967957553486398,2.06741376226384e-18
"PSPN",0.356280622266083,0.000655351190157038
"NKX6-1",-2.92459598892198,1.3489643515175e-07
"ST3GAL2",0.825579156187948,1.97861146623061e-09
"TBC1D4",0.401864868959111,0.000792014977366788
