"","Fold.change","Gene"
"675",0.676460303335718,"MLPH"
"678",5.52275748173538,"SLC6A3"
"679",2.33001604051109,"GPR35"
"683",2.03179004528619,"PRR7"
"687",4.91554863892657,"KRT13"
"688",1.67107044147498,"C2orf27A"
"689",1.05011425031504,"CTF1"
"691",1.11695842127492,"PWWP2B"
"693",1.92825275267436,"GZMM"
"694",1.10411092097979,"SLC52A1"
"696",1.03795941662375,"SUOX"
"697",0.59833017944936,"RAD54L2"
"698",2.12391706560223,"IKZF1"
"702",2.01308754928813,"P2RY10"
"703",0.643881597319522,"CLN6"
"705",0.704624215534732,"SMDT1"
"707",2.6519104165937,"FOXN1"
"708",0.934411658372423,"SLC18A1"
"710",1.39356432200597,"FAM154B"
"712",2.3111646674278,"HLA-DQB1"
"715",2.29430761437001,"CLEC5A"
"718",0.976917079659161,"LAMC3"
"719",1.06892491248834,"RAB24"
"722",1.85888664567103,"ARHGEF26"
"725",0.617487218892533,"NDUFS3"
"726",1.57338088226288,"EMILIN3"
"731",1.0034037268447,"CORO7"
"732",1.65789906151197,"GBP7"
"734",0.876489729100292,"IQGAP2"
"741",1.88933247030691,"PITX2"
"746",1.89124353258923,"HCG27"
"747",0.777628514207958,"LIMS1"
"750",0.654202708518358,"MARCH5"
"751",0.639787031397007,"CCL13"
"753",2.49372872321322,"MMP16"
"756",1.96573311046821,"CAPN11"
"759",1.56625255946805,"ADAM12"
"760",0.968370342297302,"TTYH2"
"762",1.16411348302556,"ACSM5"
"764",1.5326229573977,"SLC51B"
"768",1.30339561393975,"TUBA1B"
"771",0.799064177132184,"MDH1"
"772",1.80042960625195,"RAB11FIP4"
"773",1.85042830323779,"TAS1R1"
"775",1.04457978385182,"MMRN1"
"780",1.42869883622596,"BCL11B"
"781",1.47829351024243,"TMEM200A"
"783",2.08769168087886,"KLRD1"
"788",0.677902588043761,"ATP5L"
"789",0.651265957270644,"FAM20B"
"791",0.73389311091287,"FRMD8"
"792",0.798638131772835,"NPIPB3"
"796",0.970690846374161,"AP3S1"
"798",1.62010008005678,"TMEM100"
"799",0.671827884260385,"FOXO1"
"801",1.47517969996014,"SCN4B"
"806",0.917428623518383,"PRRT2"
"807",0.969612272472027,"RNF148"
"810",1.0646184369611,"BDH2"
"812",0.832260387905681,"TCTE1"
"813",1.2850393398593,"NFKBIE"
"815",1.22688218566559,"LRP1"
"821",2.41818111617596,"MMP3"
"822",1.79534241711014,"EDN1"
"823",0.664874457505384,"PHKB"
"825",0.694122175864768,"GPC4"
"826",0.636561320638361,"CDH17"
"828",0.726441257949814,"PHLDA1"
"829",2.96457113845404,"DTX1"
"835",0.820910874993771,"NEDD4"
"836",1.86198659043654,"RERGL"
"837",0.663417263542189,"NAT1"
"838",0.869985882329383,"SERPINB1"
"841",1.08722142709898,"NOTCH3"
"845",0.801362289842968,"FRRS1"
"849",0.939582685773333,"MCM7"
"851",1.25176940402858,"ASB16"
"852",4.60037121825146,"ALDOB"
"853",1.37532968805103,"ATP6V0E2"
"854",1.91539144444947,"CXorf36"
"859",0.618062411316839,"PCDHB13"
"861",1.85050291726348,"ASB11"
"863",0.823099751329426,"SETD7"
"864",1.22347824304417,"VIPR2"
"866",0.643126814874461,"GRM5"
"868",0.645893628516157,"CXorf22"
"874",1.22661095877594,"NCOA7"
"875",0.761581691011668,"MAP1B"
"876",1.08884479913053,"TMEM132D"
"878",3.6673840458576,"ITLN1"
"879",0.950390037026186,"TPRXL"
"881",1.63918242770806,"ACADSB"
"885",0.681861482927351,"SLC45A3"
"886",0.754299405020072,"PLD2"
"887",1.21116224108021,"ALS2CR12"
"890",1.24443437945325,"SGPP1"
"891",4.68601397430293,"AC003102.1"
"893",4.63536718071956,"LBP"
"896",0.589195293447117,"CAPN7"
